level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	85	1	1	4	477	939	17	10	96.925583	en
5	1	85	1	1	5	498	935	17	13	95.497566	de
5	1	85	1	1	6	519	937	12	13	93.140694	ju
2	1	86	0	0	0	532	927	189	19	-1	
3	1	86	1	0	0	532	927	189	19	-1	
4	1	86	1	1	0	532	927	189	19	-1	
5	1	86	1	1	1	532	937	7	9	43.413666	is
5	1	86	1	1	2	544	935	30	10	96.923607	over
5	1	86	1	1	3	579	931	16	13	93.100082	de
5	1	86	1	1	4	600	929	46	14	87.070702	salade
5	1	86	1	1	5	651	927	70	15	79.873474	scheppen.
2	1	87	0	0	0	165	945	191	19	-1	
3	1	87	1	0	0	165	945	191	19	-1	
4	1	87	1	1	0	165	945	191	19	-1	
5	1	87	1	1	1	165	952	64	12	93.081924	Garneren
5	1	87	1	1	2	234	949	26	11	96.535431	met
5	1	87	1	1	3	264	947	17	12	93.305954	de
5	1	87	1	1	4	286	945	49	15	72.989716	druifjes
5	1	87	1	1	5	340	946	16	9	94.589508	en
2	1	88	0	0	0	166	970	87	13	-1	
3	1	88	1	0	0	166	970	87	13	-1	
4	1	88	1	1	0	166	970	87	13	-1	
5	1	88	1	1	1	166	970	87	13	81.748856	Debrasseren.
2	1	89	0	0	0	166	986	90	16	-1	
3	1	89	1	0	0	166	986	90	16	-1	
4	1	89	1	1	0	166	986	90	16	-1	
5	1	89	1	1	1	166	990	22	12	91.115555	Eet
5	1	89	1	1	2	193	986	63	15	54.725082	smakelik.
2	1	90	0	0	0	108	1167	120	12	-1	
3	1	90	1	0	0	108	1167	120	12	-1	
4	1	90	1	1	0	108	1167	120	12	-1	
5	1	90	1	1	1	108	1167	58	12	73.008583	kookstudio
5	1	90	1	1	2	171	1168	25	8	86.133690	meet
5	1	90	1	1	3	201	1169	6	5	96.048988	+
5	1	90	1	1	4	212	1167	16	8	91.889351	eat
2	1	91	0	0	0	252	1163	68	14	-1	
3	1	91	1	0	0	252	1163	68	14	-1	
4	1	91	1	1	0	252	1163	68	14	-1	
5	1	91	1	1	1	252	1164	28	12	58.108593	{wim
5	1	91	1	1	2	285	1163	35	14	53.953648	welts]
2	1	92	0	0	0	348	1163	87	12	-1	
3	1	92	1	0	0	348	1163	87	12	-1	
4	1	92	1	1	0	348	1163	87	12	-1	
5	1	92	1	1	1	348	1163	68	12	45.285774	fobrickstroat
5	1	92	1	1	2	420	1164	15	11	90.593910	69
2	1	93	0	0	0	463	1162	68	15	-1	
3	1	93	1	0	0	463	1162	68	15	-1	
4	1	93	1	1	0	463	1162	68	15	-1	
5	1	93	1	1	1	463	1163	35	14	84.436813	[5051
5	1	93	1	1	2	505	1162	26	14	82.374954	HN
5	1	93	1	1	3	526	1156	9	26	53.691635	|
2	1	94	0	0	0	559	1161	32	16	-1	
3	1	94	1	0	0	559	1161	32	16	-1	
4	1	94	1	1	0	559	1161	32	16	-1	
5	1	94	1	1	1	559	1161	32	16	88.777664	goirle
2	1	95	0	0	0	619	1158	118	17	-1	
3	1	95	1	0	0	619	1158	118	17	-1	
4	1	95	1	1	0	619	1158	118	17	-1	
5	1	95	1	1	1	619	1158	118	17	69.374702	[1.06
5	1	95	1	1	2	658	1150	14	31	71.455437	22
5	1	95	1	1	3	677	1158	32	17	71.455437	5511
5	1	95	1	1	4	715	1150	25	31	85.707802	38]
