level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	33	1	1	4	299	528	39	15	63.146858	grllen
5	1	33	1	1	5	344	529	21	12	96.802109	per
5	1	33	1	1	6	370	526	7	12	93.296555	5
5	1	33	1	1	7	383	525	34	12	93.129379	stuks
5	1	33	1	1	8	423	526	10	10	96.432480	in
5	1	33	1	1	9	438	525	24	10	93.095123	een
5	1	33	1	1	10	467	524	30	9	92.948677	zeer
5	1	33	1	1	11	502	520	29	12	93.140343	hete
5	1	33	1	1	12	536	521	24	13	46.255043	pan
2	1	34	0	0	0	150	552	45	14	-1	
3	1	34	1	0	0	150	552	45	14	-1	
4	1	34	1	1	0	150	552	45	14	-1	
5	1	34	1	1	1	150	552	45	14	57.420368	leggen
2	1	35	0	0	0	125	576	5	5	-1	
3	1	35	1	0	0	125	576	5	5	-1	
4	1	35	1	1	0	125	576	5	5	-1	
5	1	35	1	1	1	125	576	5	5	31.124565	.
2	1	36	0	0	0	150	567	114	15	-1	
3	1	36	1	0	0	150	567	114	15	-1	
4	1	36	1	1	0	150	567	114	15	-1	
5	1	36	1	1	1	150	571	35	11	96.623558	Later
5	1	36	1	1	2	190	569	8	12	95.970833	ff
5	1	36	1	1	3	203	568	20	13	95.970833	5/6
5	1	36	1	1	4	229	570	24	10	96.691284	min
5	1	36	1	1	5	259	567	5	11	86.512390	1
2	1	37	0	0	0	267	559	272	22	-1	
3	1	37	1	0	0	267	559	272	22	-1	
4	1	37	1	1	0	267	559	272	22	-1	
5	1	37	1	1	1	267	566	16	12	79.578857	50
5	1	37	1	1	2	288	565	47	16	84.275497	graden
5	1	37	1	1	3	340	564	74	11	84.275497	verwarmen
5	1	37	1	1	4	420	560	13	15	96.531647	bij
5	1	37	1	1	5	439	560	20	11	96.666977	het
5	1	37	1	1	6	464	559	30	11	91.418213	door
5	1	37	1	1	7	499	559	40	13	93.172279	geven
2	1	38	0	0	0	100	607	91	13	-1	
3	1	38	1	0	0	100	607	91	13	-1	
4	1	38	1	1	0	100	607	91	13	-1	
5	1	38	1	1	1	100	607	68	13	92.478661	Groenten
5	1	38	1	1	2	173	608	18	9	96.861130	en
2	1	39	0	0	0	126	618	283	22	-1	
3	1	39	1	0	0	126	618	283	22	-1	
4	1	39	1	1	0	126	618	283	22	-1	
5	1	39	1	1	1	151	624	38	16	48.185215	Sjalot
5	1	39	1	1	2	195	623	48	12	92.117279	schoon
5	1	39	1	1	3	249	621	45	12	96.785187	maken
5	1	39	1	1	4	299	622	16	9	96.255249	en
5	1	39	1	1	5	320	618	19	15	21.327560	fin
5	1	39	1	1	6	344	618	65	13	45.391232	snipperen:
2	1	40	0	0	0	152	637	212	19	-1	
3	1	40	1	0	0	152	637	212	19	-1	
4	1	40	1	1	0	152	637	212	19	-1	
5	1	40	1	1	1	152	643	29	13	92.130760	Knol
5	1	40	1	1	2	187	642	42	12	92.858627	selder
5	1	40	1	1	3	234	641	11	11	93.265274	in
5	1	40	1	1	4	250	640	58	12	77.361786	brunoise
5	1	40	1	1	5	313	637	51	14	89.247330	snijden.
2	1	41	0	0	0	152	658	135	16	-1	
3	1	41	1	0	0	152	658	135	16	-1	
4	1	41	1	1	0	152	658	135	16	-1	
5	1	41	1	1	1	152	660	80	14	90.985680	Bleekselder
5	1	41	1	1	2	237	658	50	13	85.063065	schillen
2	1	42	0	0	0	293	652	151	17	-1	
3	1	42	1	0	0	293	652	151	17	-1	
4	1	42	1	1	0	293	652	151	17	-1	
5	1	42	1	1	1	293	660	16	9	86.239052	en
5	1	42	1	1	2	315	659	10	9	86.239052	in
5	1	42	1	1	3	330	655	58	12	75.953690	brunoise
5	1	42	1	1	4	397	652	47	15	64.307495	snijden.
2	1	43	0	0	0	531	664	98	18	-1	
3	1	43	1	0	0	531	664	98	18	-1	
4	1	43	1	1	0	531	664	98	18	-1	
5	1	43	1	1	1	531	666	40	16	61.905788	geties
5	1	43	1	1	2	577	664	52	15	77.544861	snijden.
2	1	44	0	0	0	152	672	265	22	-1	
3	1	44	1	0	0	152	672	265	22	-1	
4	1	44	1	1	0	152	672	265	22	-1	
5	1	44	1	1	1	152	681	32	13	36.934006	‘Aard
5	1	44	1	1	2	190	683	10	9	96.924866	in
5	1	44	1	1	3	206	679	39	12	92.487717	kleine
5	1	44	1	1	4	251	677	52	12	92.218620	kwarten
5	1	44	1	1	5	309	674	46	16	88.160187	snijden
5	1	44	1	1	6	360	672	57	14	86.386940	worteltje
2	1	45	0	0	0	422	670	108	13	-1	
3	1	45	1	0	0	422	670	108	13	-1	
4	1	45	1	1	0	422	670	108	13	-1	
5	1	45	1	1	1	422	670	49	13	91.003815	schillen
5	1	45	1	1	2	477	671	15	9	96.344383	en
5	1	45	1	1	3	498	670	10	9	96.344383	in
5	1	45	1	1	4	514	670	16	9	93.264778	ring
2	1	46	0	0	0	152	700	47	12	-1	
3	1	46	1	0	0	152	700	47	12	-1	
4	1	46	1	1	0	152	700	47	12	-1	
5	1	46	1	1	1	152	700	47	12	83.089638	Groent
2	1	47	0	0	0	200	689	327	23	-1	
3	1	47	1	0	0	200	689	327	23	-1	
4	1	47	1	1	0	200	689	327	23	-1	
5	1	47	1	1	1	200	701	16	10	60.734524	fen
5	1	47	1	1	2	221	697	35	15	85.236916	apart
5	1	47	1	1	3	261	695	75	13	89.563171	blancheren
5	1	47	1	1	4	341	693	46	12	67.676422	daarna
5	1	47	1	1	5	392	691	31	11	93.304123	door
5	1	47	1	1	6	427	689	41	12	92.036728	elkaar
5	1	47	1	1	7	473	689	54	13	88.077759	mengen.
2	1	48	0	0	0	153	709	274	22	-1	
3	1	48	1	0	0	153	709	274	22	-1	
4	1	48	1	1	0	153	709	274	22	-1	
5	1	48	1	1	1	153	720	40	11	93.306252	Room
5	1	48	1	1	2	199	717	40	12	92.933189	koken
5	1	48	1	1	3	244	716	25	11	91.542213	met
5	1	48	1	1	4	274	714	35	15	90.362877	sjalot
5	1	48	1	1	5	314	713	16	12	97.005760	tot
5	1	48	1	1	6	335	712	16	12	93.305725	de
5	1	48	1	1	7	355	711	36	15	89.410950	juiste
5	1	48	1	1	8	396	709	31	12	44.267303	dikte
2	1	49	0	0	0	153	732	227	18	-1	
3	1	49	1	0	0	153	732	227	18	-1	
4	1	49	1	1	0	153	732	227	18	-1	
5	1	49	1	1	1	153	739	18	11	96.071587	Nu
5	1	49	1	1	2	177	738	16	11	94.400337	de
5	1	49	1	1	3	199	739	33	10	94.400337	room
5	1	49	1	1	4	238	735	31	12	95.888641	door
5	1	49	1	1	5	273	733	17	12	93.306023	de
5	1	49	1	1	6	295	732	59	15	92.291969	groenten
5	1	49	1	1	7	359	732	21	10	69.873306	met
2	1	50	0	0	0	381	731	32	12	-1	
3	1	50	1	0	0	381	731	32	12	-1	
4	1	50	1	1	0	381	731	32	12	-1	
5	1	50	1	1	1	381	731	32	12	80.521683	ngen.
2	1	51	0	0	0	320	751	63	13	-1	
3	1	51	1	0	0	320	751	63	13	-1	
4	1	51	1	1	0	320	751	63	13	-1	
5	1	51	1	1	1	320	751	63	13	76.146629	joorgeven
2	1	52	0	0	0	388	741	222	18	-1	
3	1	52	1	0	0	388	741	222	18	-1	
4	1	52	1	1	0	388	741	222	18	-1	
5	1	52	1	1	1	388	748	74	11	90.420563	verwarmen
5	1	52	1	1	2	468	747	10	9	96.351997	in
5	1	52	1	1	3	484	744	16	12	96.351997	de
5	1	52	1	1	4	505	745	32	10	96.929977	oven
5	1	52	1	1	5	543	742	7	11	93.303436	8
5	1	52	1	1	6	556	741	54	12	47.018429	minuten
2	1	53	0	0	0	153	750	166	19	-1	
3	1	53	1	0	0	153	750	166	19	-1	
4	1	53	1	1	0	153	750	166	19	-1	
5	1	53	1	1	1	153	756	63	13	93.147911	Groenten
5	1	53	1	1	2	222	757	16	12	93.272881	op
5	1	53	1	1	3	244	752	43	13	70.438263	schaal
5	1	53	1	1	4	293	751	13	15	93.304672	bij
5	1	53	1	1	5	312	750	7	12	77.104874	d
2	1	54	0	0	0	152	770	174	18	-1	
3	1	54	1	0	0	152	770	174	18	-1	
4	1	54	1	1	0	152	770	174	18	-1	
5	1	54	1	1	1	152	776	32	12	32.033211	Aard
5	1	54	1	1	2	191	774	40	13	92.965134	koken
5	1	54	1	1	3	236	775	16	10	96.724411	en
5	1	54	1	1	4	258	775	10	8	93.292221	in
5	1	54	1	1	5	274	770	36	13	92.415565	vocht
5	1	54	1	1	6	315	770	11	11	95.860832	lat
2	1	55	0	0	0	326	762	293	19	-1	
3	1	55	1	0	0	326	762	293	19	-1	
4	1	55	1	1	0	326	762	293	19	-1	
5	1	55	1	1	1	326	770	21	11	39.341434	ten
5	1	55	1	1	2	352	767	56	13	89.984375	afkoelen
5	1	55	1	1	3	414	765	24	12	94.811043	ook
5	1	55	1	1	4	443	764	30	12	86.086456	door
5	1	55	1	1	5	477	763	16	12	92.950142	de
5	1	55	1	1	6	498	762	60	15	92.682045	groenten
5	1	55	1	1	7	564	762	55	12	83.114166	mengen.
2	1	56	0	0	0	154	784	292	23	-1	
3	1	56	1	0	0	154	784	292	23	-1	
4	1	56	1	1	0	154	784	292	23	-1	
5	1	56	1	1	1	154	796	27	11	93.303757	Hoe
5	1	56	1	1	2	186	795	47	11	89.795647	mooier
5	1	56	1	1	3	238	792	16	11	91.430878	de
5	1	56	1	1	4	259	790	60	15	91.430878	groenten
5	1	56	1	1	5	324	786	66	17	92.834007	gesneden
5	1	56	1	1	6	395	787	22	13	73.289139	zijn
5	1	56	1	1	7	423	784	23	12	83.542076	des
2	1	57	0	0	0	451	779	157	16	-1	
3	1	57	1	0	0	451	779	157	16	-1	
4	1	57	1	1	0	451	779	157	16	-1	
5	1	57	1	1	1	451	784	12	11	93.299385	te
5	1	57	1	1	2	469	784	46	10	88.427902	mooier
5	1	57	1	1	3	520	781	20	12	93.306190	het
5	1	57	1	1	4	546	779	62	13	57.378120	resultaat.
2	1	58	0	0	0	104	824	239	21	-1	
3	1	58	1	0	0	104	824	239	21	-1	
4	1	58	1	1	0	104	824	239	21	-1	
5	1	58	1	1	1	104	833	35	12	89.997459	Saus
5	1	58	1	1	2	144	834	26	9	93.285072	van
5	1	58	1	1	3	175	829	40	16	88.495705	sjalot
5	1	58	1	1	4	219	828	43	12	87.664177	/room
5	1	58	1	1	5	267	826	28	12	93.306107	met
5	1	58	1	1	6	299	824	44	15	92.132393	sjalot:
2	1	59	0	0	0	129	844	189	21	-1	
3	1	59	1	0	0	129	844	189	21	-1	
4	1	59	1	1	0	129	844	189	21	-1	
5	1	59	1	1	1	154	849	59	16	59.319439	Sjalotten
5	1	59	1	1	2	218	847	49	12	89.275650	schoon
5	1	59	1	1	3	273	844	45	12	96.936203	maken
2	1	60	0	0	0	321	854	250	23	-1	
3	1	60	1	0	0	321	854	250	23	-1	
4	1	60	1	1	0	321	854	250	23	-1	
5	1	60	1	1	1	321	862	14	15	86.537231	ijn
5	1	60	1	1	2	340	864	16	9	96.809814	en
5	1	60	1	1	3	362	860	16	12	93.306145	de
5	1	60	1	1	4	383	859	54	16	90.492989	sjalotjes
5	1	60	1	1	5	442	857	17	13	95.748283	tot
5	1	60	1	1	6	464	857	16	12	93.304642	de
5	1	60	1	1	7	485	855	28	13	88.384903	helft
5	1	60	1	1	8	519	854	52	13	62.000488	inkoken.
2	1	61	0	0	0	129	874	6	6	-1	
3	1	61	1	0	0	129	874	6	6	-1	
4	1	61	1	1	0	129	874	6	6	-1	
5	1	61	1	1	1	129	874	6	6	52.904762	.
2	1	62	0	0	0	155	863	165	18	-1	
3	1	62	1	0	0	155	863	165	18	-1	
4	1	62	1	1	0	155	863	165	18	-1	
5	1	62	1	1	1	155	867	62	14	92.285309	Kalfsfond
5	1	62	1	1	2	223	866	25	12	96.302063	met
5	1	62	1	1	3	253	865	16	12	96.302063	de
5	1	62	1	1	4	275	863	30	13	96.885239	rode
5	1	62	1	1	5	309	865	11	9	96.712914	wi
2	1	63	0	0	0	130	893	5	6	-1	
3	1	63	1	0	0	130	893	5	6	-1	
4	1	63	1	1	0	130	893	5	6	-1	
5	1	63	1	1	1	130	893	5	6	32.238190	.
2	1	64	0	0	0	155	881	180	19	-1	
3	1	64	1	0	0	155	881	180	19	-1	
4	1	64	1	1	0	155	881	180	19	-1	
5	1	64	1	1	1	155	888	27	12	96.984200	Hier
5	1	64	1	1	2	187	887	30	12	96.552979	later
5	1	64	1	1	3	222	885	20	12	96.509293	net
5	1	64	1	1	4	247	886	30	10	90.472298	voor
5	1	64	1	1	5	282	883	21	12	93.190857	het
5	1	64	1	1	6	308	881	27	15	90.791893	opdi
2	1	65	0	0	0	336	872	292	21	-1	
3	1	65	1	0	0	336	872	292	21	-1	
4	1	65	1	1	0	336	872	292	21	-1	
5	1	65	1	1	1	336	883	33	10	85.004280	ienen
5	1	65	1	1	2	374	879	17	12	93.305695	de
5	1	65	1	1	3	396	878	35	12	91.903191	boter
5	1	65	1	1	4	435	877	21	12	92.967003	toe
5	1	65	1	1	5	460	877	50	13	90.139572	voegen
5	1	65	1	1	6	515	877	16	9	95.866440	en
5	1	65	1	1	7	536	873	10	12	92.677933	ff
5	1	65	1	1	8	550	872	78	13	87.631149	staafmixen.
2	1	66	0	0	0	106	926	78	13	-1	
3	1	66	1	0	0	106	926	78	13	-1	
4	1	66	1	1	0	106	926	78	13	-1	
5	1	66	1	1	1	106	926	78	13	93.025024	Doorgeven
2	1	67	0	0	0	131	948	5	5	-1	
3	1	67	1	0	0	131	948	5	5	-1	
4	1	67	1	1	0	131	948	5	5	-1	
5	1	67	1	1	1	131	948	5	5	28.416100	.
2	1	68	0	0	0	156	943	33	11	-1	
3	1	68	1	0	0	156	943	33	11	-1	
4	1	68	1	1	0	156	943	33	11	-1	
5	1	68	1	1	1	156	943	33	11	52.109390	Saus
2	1	69	0	0	0	131	967	5	5	-1	
3	1	69	1	0	0	131	967	5	5	-1	
4	1	69	1	1	0	131	967	5	5	-1	
5	1	69	1	1	1	131	967	5	5	17.693802	.
2	1	70	0	0	0	156	951	333	22	-1	
3	1	70	1	0	0	156	951	333	22	-1	
4	1	70	1	1	0	156	951	333	22	-1	
5	1	70	1	1	1	156	961	62	12	88.857864	Groenten
5	1	70	1	1	2	225	962	10	9	96.923569	in
5	1	70	1	1	3	240	958	17	12	96.923569	de
5	1	70	1	1	4	262	959	32	10	93.035439	oven
5	1	70	1	1	5	299	956	41	12	91.735954	zetten
5	1	70	1	1	6	346	954	7	13	92.325943	8
5	1	70	1	1	7	359	954	53	12	92.325943	minuten
5	1	70	1	1	8	417	955	16	9	95.954437	en
5	1	70	1	1	9	439	954	16	9	94.327171	nu
5	1	70	1	1	10	460	951	16	12	96.317116	de
5	1	70	1	1	11	481	953	8	12	80.726440	gi
2	1	71	0	0	0	490	942	245	23	-1	
3	1	71	1	0	0	490	942	245	23	-1	
4	1	71	1	1	0	490	942	245	23	-1	
5	1	71	1	1	1	490	948	46	17	30.675667	jegrilde
5	1	71	1	1	2	541	947	44	15	82.357498	biefjes
5	1	71	1	1	3	591	946	10	12	96.573700	in
5	1	71	1	1	4	607	946	17	12	96.573700	de
5	1	71	1	1	5	629	947	33	10	94.410576	oven
5	1	71	1	1	6	667	944	42	12	91.920212	zetten
5	1	71	1	1	7	715	942	20	12	81.058105	5/6
2	1	72	0	0	0	156	979	23	12	-1	
3	1	72	1	0	0	156	979	23	12	-1	
4	1	72	1	1	0	156	979	23	12	-1	
5	1	72	1	1	1	156	979	23	12	89.689384	min.
2	1	73	0	0	0	156	996	149	14	-1	
3	1	73	1	0	0	156	996	149	14	-1	
4	1	73	1	1	0	156	996	149	14	-1	
5	1	73	1	1	1	156	998	63	12	92.800133	Groenten
5	1	73	1	1	2	224	997	37	10	88.769699	warm
5	1	73	1	1	3	275	996	30	10	88.769699	over
2	1	74	0	0	0	309	987	250	18	-1	
3	1	74	1	0	0	309	987	250	18	-1	
4	1	74	1	1	0	309	987	250	18	-1	
5	1	74	1	1	1	309	993	17	12	95.825569	de
5	1	74	1	1	2	331	992	46	12	93.264931	borden
5	1	74	1	1	3	383	990	58	12	93.132858	verdelen
5	1	74	1	1	4	446	991	11	10	96.401695	in
5	1	74	1	1	5	462	990	25	10	93.057999	een
5	1	74	1	1	6	493	987	37	15	82.881233	platte
5	1	74	1	1	7	535	988	24	12	90.697052	ring
2	1	75	0	0	0	157	1006	393	25	-1	
3	1	75	1	0	0	157	1006	393	25	-1	
4	1	75	1	1	0	157	1006	393	25	-1	
5	1	75	1	1	1	157	1017	44	14	90.774483	Hierop
5	1	75	1	1	2	206	1016	16	11	93.227905	de
5	1	75	1	1	3	228	1014	24	12	90.638680	bief
5	1	75	1	1	4	257	1014	49	14	21.285660	legen,
5	1	75	1	1	5	312	1012	25	12	96.185707	hier
5	1	75	1	1	6	342	1013	29	10	96.185707	over
5	1	75	1	1	7	380	1012	24	10	93.301529	een
5	1	75	1	1	8	410	1008	31	16	80.416862	lepel
5	1	75	1	1	9	447	1010	31	10	80.416862	saus
5	1	75	1	1	10	484	1006	66	15	75.124352	scheppen
2	1	76	0	0	0	162	1035	86	12	-1	
3	1	76	1	0	0	162	1035	86	12	-1	
4	1	76	1	1	0	162	1035	86	12	-1	
5	1	76	1	1	1	162	1035	86	12	91.310043	Debrasseren
2	1	77	0	0	0	132	1003	6	63	-1	
3	1	77	1	0	0	132	1003	6	63	-1	
4	1	77	1	1	0	132	1003	6	63	-1	
5	1	77	1	1	1	132	1003	6	63	58.074409	a000
2	1	78	0	0	0	158	1052	89	15	-1	
3	1	78	1	0	0	158	1052	89	15	-1	
4	1	78	1	1	0	158	1052	89	15	-1	
5	1	78	1	1	1	158	1055	22	11	92.782509	Eet
5	1	78	1	1	2	185	1052	62	15	72.688927	smakelijk
2	1	79	0	0	0	100	1166	119	12	-1	
